,perp_sex,latitude,arrest_precinct,age_group,law_code,arrest_boro,longitude,ofns_desc,perp_race,law_cat_cd,geometry,arrest_zipcode,ofns_cat,near_school,severe,Zipcode,Zip Radius,Population,Population Density,Land Area,Water Area,Zip Home Value,Zip Income
3353,M,40.830438,43,25-44,PL 1702000,B,-73.875788,OFFENSES INVOLVING FRAUD,BLACK,M,POINT (1018624.2076999508 241852.5911799975),10472,Fraud,False,False,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
3354,M,40.575561,60,18-24,PL 1654000,K,-73.980931,POSSESSION OF STOLEN PROPERTY,BLACK,M,POINT (989547.3373467042 148969.41348095567),11224,Miscellaneous,False,False,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
3355,M,40.764632,114,25-44,PL 1701002,Q,-73.940831,FORGERY,WHITE,F,POINT (1000640.5225344289 217858.33687540836),10044,Miscellaneous,False,True,10044,2.0,11661.0,48251.0,0.24,0.0,580400.0,83066.0
3356,M,40.595141,101,25-44,PL 1600500,Q,-73.764515,ROBBERY,BLACK,F,POINT (1049648.097001415 156190.2264501039),11691,Robbery,False,True,11691,2.0,60035.0,21185.0,2.83,0.03,448200.0,39409.0
3357,F,40.84261721,48,25-44,PL 1702000,B,-73.87817667,OFFENSES INVOLVING FRAUD,BLACK HISPANIC,M,POINT (1017957.0007486622 246288.9972584377),10460,Fraud,False,False,10460,1.0,57311.0,43567.0,1.32,0.0,391700.0,22307.0
3358,M,40.69901649,103,25-44,PL 1651503,Q,-73.80695652,OTHER OFFENSES RELATED TO THEF,BLACK,M,POINT (1037778.0022785664 194005.9985444943),11435,,False,False,11435,2.0,53687.0,35447.0,1.51,0.0,338100.0,53041.0
3359,M,40.63026,66,25-44,PL 1200001,K,-74.002452,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (983569.3961887418 168897.09986573874),11219,Assault,False,False,11219,1.0,92221.0,62225.0,1.48,0.0,726700.0,34316.0
3360,M,40.692852,81,45-64,PL 2250500,K,-73.938509,GAMBLING,BLACK,M,POINT (1001302.1020869467 191707.0962211567),11221,,False,False,11221,1.0,78895.0,57033.0,1.38,0.0,543800.0,39178.0
3361,M,40.8378421209284,44,25-44,PL 1302502,B,-73.9196277517392,RAPE,WHITE HISPANIC,F,POINT (1006489.6021021361 244536.0179257352),10452,Sex Crimes,False,True,10452,0.9090909090909091,75371.0,76548.0,0.98,0.0,402800.0,25979.0
3362,M,40.712206,102,25-44,CPL5700600,Q,-73.825952,(null),BLACK,,POINT (1032501.305958442 198800.2868218452),11415,,False,False,11415,0.9659090909090909,19341.0,34042.0,0.57,0.0,289800.0,63549.0
3363,M,40.656915,71,45-64,PL 2650201,K,-73.939645,DANGEROUS WEAPONS,BLACK,F,POINT (1000996.098437497 178614.00311490553),11225,Weapons,False,True,11225,1.0,56829.0,64295.0,0.88,0.0,615700.0,42922.0
3364,M,40.692778,102,25-44,PL 1552500,Q,-73.855128,PETIT LARCENY,BLACK,M,POINT (1024424.5613511136 191707.37197753703),11421,Larceny,False,False,11421,1.0,39127.0,30376.0,1.29,0.0,414700.0,60897.0
3365,M,40.729059,107,18-24,PL 1200001,Q,-73.811018,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1036628.2042510248 204948.91733159256),11367,Assault,False,False,11367,1.0,41047.0,17252.0,2.38,0.19,376400.0,56608.0
3366,M,40.579335,100,25-44,PL 1553001,Q,-73.834859,GRAND LARCENY,WHITE,F,POINT (1030123.2836734873 150387.0397229657),11694,Larceny,False,True,11694,2.0,20408.0,14944.0,1.37,0.0,623200.0,76944.0
3367,M,40.6799807384666,113,45-64,CPL5700600,Q,-73.7762339071953,(null),WHITE HISPANIC,,POINT (1046314.6113858065 187091.00752817767),11434,,False,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
3368,M,40.8322,44,45-64,PL 1200001,B,-73.928333,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1004082.4771830264 242478.29442626593),10039,Assault,False,False,10039,1.0,24527.0,52965.0,0.46,0.0,352300.0,33595.0
3369,M,40.822983,43,45-64,PL 1600500,B,-73.856878,ROBBERY,BLACK,F,POINT (1023861.7608631707 239144.45117866676),10473,Robbery,False,True,10473,2.0,58519.0,26846.0,2.18,0.01,386600.0,35866.0
3370,F,40.682497,75,25-44,PL 1402501,K,-73.894296,BURGLARY,BLACK,F,POINT (1013567.3804974664 187946.17129081595),11207,Burglary,False,True,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
3371,M,40.876787,50,45-64,PL 1552500,B,-73.905321,PETIT LARCENY,WHITE HISPANIC,M,POINT (1010433.049637143 258729.08281918193),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
3372,F,40.759131,14,45-64,PL 2200300,M,-73.990264,DANGEROUS DRUGS,BLACK,M,POINT (986947.2117067018 215848.75616826018),10018,Drugs,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
3373,F,40.60274,101,25-44,PL 1450502,Q,-73.750081,CRIMINAL MISCHIEF & RELATED OF,BLACK,F,POINT (1053648.7493767748 158969.8316238816),11691,,False,True,11691,2.0,60035.0,21185.0,2.83,0.03,448200.0,39409.0
3374,M,40.883111,50,25-44,PL 105170H,B,-73.90332,MISCELLANEOUS PENAL LAW,BLACK HISPANIC,F,POINT (1010983.8739321159 261033.7716425928),10463,Miscellaneous,False,True,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
3375,M,40.8209858,41,18-24,PL 1702000,B,-73.89161332,OFFENSES INVOLVING FRAUD,BLACK,M,POINT (1014249.0003137699 238402.99799374468),10459,Fraud,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
3376,F,40.758225,18,25-44,PL 1553001,M,-73.977428,GRAND LARCENY,ASIAN / PACIFIC ISLANDER,F,POINT (990503.3165779031 215519.32655155932),10020,Larceny,False,True,10020,0.22727272727272727,,,,,,
3377,M,40.862158,52,25-44,PL 1552500,B,-73.890743,PETIT LARCENY,WHITE HISPANIC,M,POINT (1014471.1755365428 253403.86091589544),10458,Larceny,True,False,10458,2.0,79492.0,78784.0,1.01,0.0,330300.0,24618.0
3378,M,40.848672,48,18-24,PL 120000H,B,-73.887634,FELONY ASSAULT,BLACK HISPANIC,F,POINT (1015337.446871564 248491.48595479096),10457,Assault,True,True,10457,1.0,70496.0,66425.0,1.06,0.0,397500.0,24949.0
3379,M,40.596202,101,25-44,PL 1200001,Q,-73.763912,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1049814.517906526 156577.22512671055),11691,Assault,False,False,11691,2.0,60035.0,21185.0,2.83,0.03,448200.0,39409.0
3380,F,40.634977,63,25-44,PL 1200001,K,-73.932014,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1003119.5985439996 170622.94258981635),11203,Assault,False,False,11203,1.0,76174.0,35502.0,2.15,0.0,426100.0,48400.0
3381,M,40.84275179,44,18-24,PL 1701501,B,-73.92281894,FORGERY,BLACK HISPANIC,F,POINT (1005605.0006077235 246323.99912033652),10452,Miscellaneous,False,True,10452,0.9090909090909091,75371.0,76548.0,0.98,0.0,402800.0,25979.0
3382,M,40.833944,33,25-44,PL 2201603,M,-73.946565,DANGEROUS DRUGS,WHITE HISPANIC,F,POINT (999036.7315858293 243110.09516530944),10031,Drugs,False,True,10031,0.8522727272727273,56438.0,86722.0,0.65,0.0,369800.0,37655.0
3383,M,40.873944,52,18-24,PL 155250Z,B,-73.908788,PETIT LARCENY,BLACK,M,POINT (1009475.3453673372 257692.2484656739),10463,Larceny,False,False,10463,2.0,67970.0,47002.0,1.45,0.13,289700.0,54258.0
3384,M,40.76539,18,18-24,PL 1200001,M,-73.985702,ASSAULT 3 & RELATED OFFENSES,WHITE,M,POINT (988210.6726635705 218129.28891223154),10019,Assault,False,False,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
3385,M,40.60113872,101,25-44,PL 215510B,Q,-73.75966508,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1050989.0018458355 158378.9990024139),11691,Miscellaneous,False,True,11691,2.0,60035.0,21185.0,2.83,0.03,448200.0,39409.0
3386,F,40.678976,113,<18,PL 1200001,Q,-73.78317,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1044391.7004933825 186720.11527388458),11434,Assault,False,False,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
3387,M,40.822355,42,25-44,PL 2155003,B,-73.911463,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (1008754.5522901915 238895.67157089233),10456,Miscellaneous,False,False,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
3388,F,40.753455,14,25-44,PL 1200001,M,-73.994398,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (985802.0817152901 213780.70437613162),10098,Assault,False,False,10098,,,,,,,
3389,M,40.746815,14,25-44,PL 2200300,M,-73.984696,DANGEROUS DRUGS,BLACK,M,POINT (988490.5259100351 211361.85922233743),10016,Drugs,False,False,10016,0.9090909090909091,54183.0,101814.0,0.53,0.0,759600.0,105324.0
3390,M,40.696979,88,45-64,PL 215510B,K,-73.970602,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (992401.8710040993 193206.0669129379),11205,Miscellaneous,False,True,11205,1.0,40366.0,42508.0,0.95,0.0,636900.0,44688.0
3391,M,40.762037,109,45-64,PL 1200001,Q,-73.827328,ASSAULT 3 & RELATED OFFENSES,ASIAN / PACIFIC ISLANDER,M,POINT (1032084.0509459516 216954.50266756295),11354,Assault,False,False,11354,2.0,54878.0,25324.0,2.17,0.03,380600.0,46566.0
3392,F,40.71150132,103,25-44,PL 2200300,Q,-73.78910137,DANGEROUS DRUGS,WHITE,M,POINT (1042718.0017514074 198565.9986372992),11432,Drugs,False,False,11432,1.0,60809.0,28295.0,2.15,0.0,519000.0,50450.0
3393,M,40.78031234,20,25-44,VTL05110A4,M,-73.98567955,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (988216.0027160645 223565.99730655036),10069,Motor Vehicle,False,False,10069,0.2840909090909091,5199.0,49908.0,0.1,0.0,966600.0,170630.0
3394,M,40.681119,78,25-44,PL 1450502,K,-73.974365,CRIMINAL MISCHIEF & RELATED OF,BLACK,F,POINT (991360.1070056409 187427.4777153701),11217,,False,True,11217,0.9090909090909091,35881.0,47796.0,0.75,0.0,857000.0,81862.0
3395,M,40.785284,114,65+,PL 215510B,Q,-73.914172,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1008018.0109775541 225388.66182415772),11105,Miscellaneous,False,True,11105,1.0,36688.0,22481.0,1.63,0.0,658700.0,57525.0
3396,M,40.69024073,79,25-44,VTL0511001,K,-73.94818647,VEHICLE AND TRAFFIC LAWS,WHITE HISPANIC,M,POINT (998619.0007775193 190753.9984690049),11216,Motor Vehicle,False,False,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
3397,M,40.81445,26,25-44,PL 1552500,M,-73.959195,PETIT LARCENY,BLACK,M,POINT (995545.0198516852 236005.84212694905),10115,Larceny,False,False,10115,0.056818181818181816,,,,,,
3398,M,40.655111,70,25-44,PL 2201601,K,-73.961289,DANGEROUS DRUGS,BLACK,F,POINT (994991.0450993868 177953.36004484617),11226,Drugs,False,True,11226,1.0,101572.0,78775.0,1.29,0.0,480500.0,40734.0
3399,M,40.680904,113,65+,PL 1211300,Q,-73.783028,FELONY ASSAULT,AMERICAN INDIAN/ALASKAN NATIVE,F,POINT (1044429.3468104072 187422.63661654273),11434,Assault,False,True,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
3400,M,40.837545,43,25-44,PL 2201601,B,-73.866825,DANGEROUS DRUGS,WHITE HISPANIC,F,POINT (1021100.6739089146 244445.57530690928),10460,Drugs,True,True,10460,1.0,57311.0,43567.0,1.32,0.0,391700.0,22307.0
3401,M,40.688736,79,25-44,PL 1211200,K,-73.944984,FELONY ASSAULT,BLACK,F,POINT (999507.458445384 190206.3229697785),11216,Assault,False,True,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
3402,M,40.71744747,1,25-44,PL 2200906,M,-74.00353524,DANGEROUS DRUGS,BLACK HISPANIC,F,POINT (983270.0022669438 200661.99812361898),10013,Drugs,False,True,10013,1.0,27700.0,50154.0,0.55,0.0,1000001.0,83725.0
3403,M,40.784499,20,25-44,PL 1553008,M,-73.97548,GRAND LARCENY OF MOTOR VEHICLE,BLACK,F,POINT (991040.3083602445 225091.96593291857),10023,Larceny,False,True,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
3404,M,40.756585,115,45-64,PL 1200502,Q,-73.875603,FELONY ASSAULT,WHITE HISPANIC,F,POINT (1018713.6151978475 214945.48633263793),11369,Assault,True,True,11369,1.0,38615.0,36170.0,1.07,0.0,464500.0,53617.0
3405,M,40.625717,66,25-44,PL 1200501,K,-73.991048,FELONY ASSAULT,ASIAN / PACIFIC ISLANDER,F,POINT (986734.9837096824 167242.0812990644),11219,Assault,False,True,11219,1.0,92221.0,62225.0,1.48,0.0,726700.0,34316.0
3406,M,40.681977,78,45-64,PL 1402000,K,-73.976215,BURGLARY,WHITE,F,POINT (990846.9073385937 187739.927153492),11217,Burglary,False,True,11217,0.9090909090909091,35881.0,47796.0,0.75,0.0,857000.0,81862.0
3407,F,40.840775,33,25-44,PL 1200001,M,-73.936253,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1001888.4948863899 245600.79061384426),10032,Assault,False,False,10032,0.9659090909090909,57331.0,87199.0,0.66,0.0,334900.0,34568.0
3408,M,40.57400468,60,25-44,PL 1950500,K,-73.989687,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (987115.0014845195 148401.99964446152),11224,Miscellaneous,False,False,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
3409,M,40.843756,44,45-64,PL 1702500,B,-73.909015,FORGERY,BLACK HISPANIC,F,POINT (1009423.9908973337 246693.5365023286),10453,Miscellaneous,False,True,10453,0.9659090909090909,78309.0,85491.0,0.92,0.0,445200.0,25470.0
3410,M,40.877919,52,45-64,PL 1211100,B,-73.880051,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (1017420.785291632 259150.07631480313),10467,Assault,False,False,10467,2.0,97060.0,41649.0,2.33,0.0,369500.0,36048.0
3411,F,40.674593,77,25-44,PL 1200501,K,-73.930572,FELONY ASSAULT,BLACK,F,POINT (1003508.3878462458 185056.45996798883),11213,Assault,False,True,11213,0.8522727272727273,63767.0,58448.0,1.09,0.0,582300.0,34794.0
3412,M,40.706283,90,25-44,PL 1600500,K,-73.950348,ROBBERY,WHITE HISPANIC,F,POINT (998016.2494256623 196598.32512343748),11211,Robbery,False,True,11211,2.0,90117.0,39209.0,2.3,0.07,655500.0,46848.0
3413,M,40.8322,44,45-64,PL 1201401,B,-73.928333,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1004082.4771830264 242478.29442626593),10039,Assault,False,False,10039,1.0,24527.0,52965.0,0.46,0.0,352300.0,33595.0
3414,M,40.70777151,1,25-44,PL 1450001,M,-74.01296309,CRIMINAL MISCHIEF & RELATED OF,BLACK,M,POINT (980656.0026904005 197136.99850196968),10005,,False,False,10005,0.5113636363636364,7135.0,97048.0,0.07,0.0,1000001.0,124670.0
3415,F,40.854684,48,18-24,PL 1200001,B,-73.885804,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1015840.8832612769 250682.53950519837),10458,Assault,False,False,10458,2.0,79492.0,78784.0,1.01,0.0,330300.0,24618.0
3416,F,40.69305,81,18-24,PL 1200502,K,-73.940044,FELONY ASSAULT,BLACK,F,POINT (1000876.3811091806 191778.93834698875),11206,Assault,True,True,11206,1.0,81677.0,56939.0,1.43,0.0,533400.0,28559.0
3417,M,40.671404,75,25-44,PL 1200001,K,-73.881509,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1017119.3652486769 183909.21526397995),11207,Assault,False,False,11207,2.0,93386.0,34965.0,2.67,0.0,403800.0,32945.0
3418,M,40.712206,102,25-44,PL 1553501,Q,-73.825952,GRAND LARCENY,BLACK,F,POINT (1032501.305958442 198800.2868218452),11415,Larceny,False,True,11415,0.9659090909090909,19341.0,34042.0,0.57,0.0,289800.0,63549.0
3419,M,40.76092242,17,18-24,PL 1600500,M,-73.96703575,ROBBERY,WHITE HISPANIC,F,POINT (993382.0016243916 216502.99750192222),10022,Robbery,False,True,10022,0.7954545454545454,31924.0,73158.0,0.44,0.0,866100.0,109019.0
3420,M,40.771061,114,25-44,PL 1450502,Q,-73.910906,CRIMINAL MISCHIEF & RELATED OF,WHITE,F,POINT (1008927.7216861768 220207.64886561144),11105,,False,True,11105,1.0,36688.0,22481.0,1.63,0.0,658700.0,57525.0
3421,F,40.59652672,101,45-64,VTL06000EF,Q,-73.74905549,VEHICLE AND TRAFFIC LAWS,BLACK,F,POINT (1053940.0021217254 156706.99804141416),11691,Motor Vehicle,False,True,11691,2.0,60035.0,21185.0,2.83,0.03,448200.0,39409.0
3422,M,40.62578844,121,25-44,PL 1702000,S,-74.15489787,OFFENSES INVOLVING FRAUD,BLACK HISPANIC,M,POINT (941252.0027170645 167305.99842560632),10302,Fraud,False,False,10302,3.0,19088.0,15982.0,1.19,0.0,382000.0,56841.0
3423,M,40.75091584,115,25-44,VTL05110FE,Q,-73.87316154,NYS LAWS-UNCLASSIFIED FELONY,WHITE HISPANIC,F,POINT (1019393.0006922592 212880.99973982564),11372,Miscellaneous,False,True,11372,0.9090909090909091,66636.0,90360.0,0.74,0.0,265500.0,48683.0
3424,M,40.80437576,25,25-44,PL 120053A,M,-73.93742023,FELONY ASSAULT,BLACK,F,POINT (1001575.0020019257 232338.99646357316),10037,Assault,False,True,10037,0.625,17416.0,65973.0,0.26,0.0,260200.0,37341.0
3425,M,40.82018895,41,25-44,VTL05110A4,B,-73.89067524,VEHICLE AND TRAFFIC LAWS,WHITE HISPANIC,M,POINT (1014509.0020007852 238112.99958438068),10459,Motor Vehicle,False,False,10459,0.9090909090909091,47308.0,57907.0,0.82,0.0,343900.0,24461.0
3426,F,40.76668726,114,25-44,PL 2201601,Q,-73.89213128,DANGEROUS DRUGS,WHITE,F,POINT (1014130.0016014386 218619.99776152874),11370,Drugs,False,True,11370,2.0,39688.0,27899.0,1.42,0.0,517100.0,52500.0
3427,M,40.8162058439227,41,18-24,PL 2601001,B,-73.8960011932583,SEX CRIMES,BLACK,M,POINT (1013036.6036508965 236660.01657487245),10455,Sex Crimes,False,False,10455,0.9090909090909091,39665.0,55696.0,0.71,0.0,318600.0,22609.0
3428,M,40.688736,79,25-44,VTL0511001,K,-73.944984,VEHICLE AND TRAFFIC LAWS,WHITE HISPANIC,M,POINT (999507.458445384 190206.3229697785),11216,Motor Vehicle,False,False,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
3429,M,40.599093,100,25-44,PL 215000A,Q,-73.795797,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1040957.2263719519 157608.2337540566),11692,Miscellaneous,False,True,11692,1.0,18540.0,18566.0,1.0,0.07,355800.0,43354.0
3430,F,40.86682,52,25-44,PL 1200001,B,-73.895878,ASSAULT 3 & RELATED OFFENSES,BLACK,M,POINT (1013048.7838536472 255100.6778365632),10468,Assault,True,False,10468,1.0,76103.0,70778.0,1.08,0.02,171200.0,33776.0
3431,M,40.887325,47,25-44,PL 2155006,B,-73.847247,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (1026486.4435302423 262591.1749165131),10466,Miscellaneous,False,False,10466,2.0,67813.0,33601.0,2.02,0.0,391300.0,44012.0
3432,M,40.86937,52,45-64,PL 2155002,B,-73.880047,OFFENSES AGAINST PUBLIC ADMINI,BLACK HISPANIC,M,POINT (1017426.1566814876 256035.34214731763),10467,Miscellaneous,True,False,10467,2.0,97060.0,41649.0,2.33,0.0,369500.0,36048.0
3433,M,40.758334,18,25-44,PL 1552500,M,-73.985438,PETIT LARCENY,WHITE HISPANIC,M,POINT (988284.2303554101 215558.5684566328),10018,Larceny,False,False,10018,0.9090909090909091,5229.0,16251.0,0.32,0.0,1000001.0,104635.0
3434,M,40.689614,88,<18,PL 1450001,K,-73.960148,CRIMINAL MISCHIEF & RELATED OF,BLACK,M,POINT (995301.9166526924 190523.92678207046),11205,,False,False,11205,1.0,40366.0,42508.0,0.95,0.0,636900.0,44688.0
3435,M,40.82264389,30,25-44,PL 1702500,M,-73.95321759,FORGERY,BLACK HISPANIC,F,POINT (997198.0011291974 238991.9984820409),10031,Miscellaneous,False,True,10031,0.8522727272727273,56438.0,86722.0,0.65,0.0,369800.0,37655.0
3436,M,40.83509998,44,45-64,PL 1701501,B,-73.91945616,FORGERY,BLACK,F,POINT (1006538.0014244986 243536.99815094305),10452,Miscellaneous,True,True,10452,0.9090909090909091,75371.0,76548.0,0.98,0.0,402800.0,25979.0
3437,M,40.692852,81,18-24,PL 2250500,K,-73.938509,GAMBLING,BLACK,M,POINT (1001302.1020869467 191707.0962211567),11221,,False,False,11221,1.0,78895.0,57033.0,1.38,0.0,543800.0,39178.0
3438,M,40.87739338,47,25-44,PL 1651503,B,-73.86649088,OTHER OFFENSES RELATED TO THEF,BLACK,M,POINT (1021171.0000389095 258963.99736558754),10467,,False,False,10467,2.0,97060.0,41649.0,2.33,0.0,369500.0,36048.0
3439,M,40.687855,79,25-44,PL 2053000,K,-73.949388,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (998286.2930329718 189884.612623155),11216,Miscellaneous,False,False,11216,1.0,54316.0,58065.0,0.94,0.0,623300.0,43996.0
3440,M,40.87197003,50,25-44,PL 1456002,B,-73.89908358,CRIMINAL MISCHIEF & RELATED OF,WHITE HISPANIC,M,POINT (1012160.0010771092 256975.99698204378),10468,,False,False,10468,1.0,76103.0,70778.0,1.08,0.02,171200.0,33776.0
3441,F,40.824719,44,65+,PL 1200512,B,-73.918931,FELONY ASSAULT,BLACK,F,POINT (1006686.8233752119 239754.96135280014),10456,Assault,False,True,10456,1.0,86547.0,84979.0,1.02,0.0,388600.0,23452.0
3442,M,40.624665,68,18-24,VTL0511001,K,-74.027586,VEHICLE AND TRAFFIC LAWS,BLACK,M,POINT (976592.2877455159 166859.8885679208),11209,Motor Vehicle,False,False,11209,1.0,68853.0,31845.0,2.16,0.0,625600.0,58261.0
3443,M,40.841303,44,18-24,PL 1450502,B,-73.922816,CRIMINAL MISCHIEF & RELATED OF,BLACK,F,POINT (1005606.2791672781 245796.15152342938),10452,,False,True,10452,0.9090909090909091,75371.0,76548.0,0.98,0.0,402800.0,25979.0
3444,M,40.844144,48,18-24,PL 1600500,B,-73.900499,ROBBERY,BLACK HISPANIC,F,POINT (1011780.0606723985 246837.46129641944),10457,Robbery,False,True,10457,1.0,70496.0,66425.0,1.06,0.0,397500.0,24949.0
3445,M,40.76539,18,18-24,PL 1450001,M,-73.985702,CRIMINAL MISCHIEF & RELATED OF,BLACK,M,POINT (988210.6726635705 218129.28891223154),10019,,False,False,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
3446,M,40.670355,77,25-44,PL 225102B,K,-73.926797,GAMBLING,WHITE HISPANIC,F,POINT (1004556.8118389043 183513.28884965405),11213,,False,True,11213,0.8522727272727273,63767.0,58448.0,1.09,0.0,582300.0,34794.0
3447,M,40.62973114,63,<18,PL 1600500,K,-73.92221507,ROBBERY,BLACK,F,POINT (1005841.0001592115 168713.99873220542),11203,Robbery,False,True,11203,1.0,76174.0,35502.0,2.15,0.0,426100.0,48400.0
3448,M,40.7824518600123,22,25-44,PL 1305200,M,-73.9658782689495,SEX CRIMES,ASIAN / PACIFIC ISLANDER,M,POINT (993699.600184763 224347.01326550098),10023,Sex Crimes,False,False,10023,0.7386363636363636,60998.0,124357.0,0.49,0.0,872500.0,103534.0
3449,M,40.75470724,14,25-44,PL 1553001,M,-73.99163337,GRAND LARCENY,BLACK HISPANIC,F,POINT (986568.0023775336 214236.9970867249),10098,Larceny,False,True,10098,,,,,,,
3450,M,40.828745,43,25-44,PL 215510B,B,-73.866592,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1021170.0298666761 241239.51202066796),10472,Miscellaneous,False,True,10472,1.0,66358.0,63167.0,1.05,0.0,429600.0,30288.0
3451,M,40.887325,47,45-64,PL 2155003,B,-73.847247,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (1026486.4435302423 262591.1749165131),10466,Miscellaneous,False,False,10466,2.0,67813.0,33601.0,2.02,0.0,391300.0,44012.0
3452,M,40.669365,113,18-24,PL 215510B,Q,-73.76766,MISCELLANEOUS PENAL LAW,BLACK,F,POINT (1048702.9556272926 183229.59527876653),11434,Miscellaneous,False,True,11434,2.0,59129.0,18256.0,3.24,0.07,371900.0,59229.0
3453,F,40.814845,26,25-44,PL 1200001,M,-73.956312,ASSAULT 3 & RELATED OFFENSES,WHITE HISPANIC,M,POINT (996342.9762506335 236150.13963415538),10115,Assault,True,False,10115,0.056818181818181816,,,,,,
3454,M,40.754399,14,25-44,PL 2053000,M,-73.991856,OFFENSES AGAINST PUBLIC ADMINI,BLACK,M,POINT (986506.3324443119 214124.68943880248),10098,Miscellaneous,False,False,10098,,,,,,,
3455,M,40.575023,60,18-24,PL 1950500,K,-73.98988,OFFENSES AGAINST PUBLIC ADMINI,WHITE HISPANIC,M,POINT (987061.3422863896 148772.99256260158),11224,Miscellaneous,False,False,11224,2.0,47621.0,30841.0,1.54,0.04,317800.0,27481.0
3456,M,40.63446838,70,18-24,PL 1702500,K,-73.96740446,FORGERY,BLACK,F,POINT (993297.0021697244 170431.99931530768),11218,Miscellaneous,True,True,11218,2.0,75220.0,52664.0,1.43,0.0,546300.0,52445.0
3457,M,40.770103,18,45-64,PL 1450502,M,-73.987839,CRIMINAL MISCHIEF & RELATED OF,BLACK HISPANIC,F,POINT (987618.466353513 219846.30167509257),10019,,False,True,10019,0.9090909090909091,42870.0,63042.0,0.68,0.0,808600.0,84424.0
